t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse
0,Caphorn,1,blade,LeafElement1,0,0
0,Caphorn,1,sheath,StemElement,0,0
0,Caphorn,2,blade,LeafElement1,0,0
0,Caphorn,2,sheath,StemElement,0,0
0,Caphorn,3,blade,LeafElement1,0,0
0,Caphorn,3,sheath,StemElement,0,0
0,Caphorn,4,blade,LeafElement1,0,0
0,Caphorn,4,internode,StemElement,0,0
0,Caphorn,4,sheath,StemElement,0,0
0,Caphorn,5,internode,StemElement,0,0
0,Caphorn,6,internode,StemElement,0,0
1,Caphorn,1,blade,LeafElement1,0,0
1,Caphorn,1,sheath,StemElement,0,0
1,Caphorn,2,blade,LeafElement1,0,0
1,Caphorn,2,sheath,StemElement,0,0
1,Caphorn,3,blade,LeafElement1,0,0
1,Caphorn,3,sheath,StemElement,0,0
1,Caphorn,4,blade,LeafElement1,0,0
1,Caphorn,4,internode,StemElement,0,0
1,Caphorn,4,sheath,StemElement,0,0
1,Caphorn,5,internode,StemElement,0,0
1,Caphorn,6,internode,StemElement,0,0
2,Caphorn,1,blade,LeafElement1,0,0
2,Caphorn,1,sheath,StemElement,0,0
2,Caphorn,2,blade,LeafElement1,0,0
2,Caphorn,2,sheath,StemElement,0,0
2,Caphorn,3,blade,LeafElement1,0,0
2,Caphorn,3,sheath,StemElement,0,0
2,Caphorn,4,blade,LeafElement1,0,0
2,Caphorn,4,internode,StemElement,0,0
2,Caphorn,4,sheath,StemElement,0,0
2,Caphorn,5,internode,StemElement,0,0
2,Caphorn,6,internode,StemElement,0,0
3,Caphorn,1,blade,LeafElement1,0,0
3,Caphorn,1,sheath,StemElement,0,0
3,Caphorn,2,blade,LeafElement1,0,0
3,Caphorn,2,sheath,StemElement,0,0
3,Caphorn,3,blade,LeafElement1,0,0
3,Caphorn,3,sheath,StemElement,0,0
3,Caphorn,4,blade,LeafElement1,0,0
3,Caphorn,4,internode,StemElement,0,0
3,Caphorn,4,sheath,StemElement,0,0
3,Caphorn,5,internode,StemElement,0,0
3,Caphorn,6,internode,StemElement,0,0
4,Caphorn,1,blade,LeafElement1,0,0
4,Caphorn,1,sheath,StemElement,0,0
4,Caphorn,2,blade,LeafElement1,0,0
4,Caphorn,2,sheath,StemElement,0,0
4,Caphorn,3,blade,LeafElement1,0,0
4,Caphorn,3,sheath,StemElement,0,0
4,Caphorn,4,blade,LeafElement1,0,0
4,Caphorn,4,internode,StemElement,0,0
4,Caphorn,4,sheath,StemElement,0,0
4,Caphorn,5,internode,StemElement,0,0
4,Caphorn,6,internode,StemElement,0,0
5,Caphorn,1,blade,LeafElement1,0,0.085538726
5,Caphorn,1,sheath,StemElement,0,0.039220855
5,Caphorn,2,blade,LeafElement1,0,0.107366033
5,Caphorn,2,sheath,StemElement,0,0.031556685
5,Caphorn,3,blade,LeafElement1,0.001804996,0.172806432
5,Caphorn,3,sheath,StemElement,0,0.047675764
5,Caphorn,4,blade,LeafElement1,0.349710138,0.326336817
5,Caphorn,4,internode,StemElement,0,0.056355606
5,Caphorn,4,sheath,StemElement,0.001676582,0.093799116
5,Caphorn,5,internode,StemElement,0.022367659,0.112289259
5,Caphorn,6,internode,StemElement,0.793813921,0.258129974
6,Caphorn,1,blade,LeafElement1,0.003819806,0.085538726
6,Caphorn,1,sheath,StemElement,0.000771668,0.039220855
6,Caphorn,2,blade,LeafElement1,0.011078288,0.107366033
6,Caphorn,2,sheath,StemElement,0.002354734,0.031556685
6,Caphorn,3,blade,LeafElement1,0.057241516,0.172806432
6,Caphorn,3,sheath,StemElement,0.006020553,0.047675764
6,Caphorn,4,blade,LeafElement1,0.460660746,0.326336817
6,Caphorn,4,internode,StemElement,0.013391423,0.056355606
6,Caphorn,4,sheath,StemElement,0.04081216,0.093799116
6,Caphorn,5,internode,StemElement,0.111053449,0.112289259
6,Caphorn,6,internode,StemElement,0.606712518,0.258129974
7,Caphorn,1,blade,LeafElement1,0.028682468,0.085538726
7,Caphorn,1,sheath,StemElement,0.011365839,0.039220855
7,Caphorn,2,blade,LeafElement1,0.051612149,0.107366033
7,Caphorn,2,sheath,StemElement,0.012749013,0.031556685
7,Caphorn,3,blade,LeafElement1,0.135752904,0.172806432
7,Caphorn,3,sheath,StemElement,0.024635383,0.047675764
7,Caphorn,4,blade,LeafElement1,0.45598394,0.326336817
7,Caphorn,4,internode,StemElement,0.040659895,0.056355606
7,Caphorn,4,sheath,StemElement,0.084960404,0.093799116
7,Caphorn,5,internode,StemElement,0.154831366,0.112289259
7,Caphorn,6,internode,StemElement,0.453084096,0.258129974
8,Caphorn,1,blade,LeafElement1,0.056089625,0.085538726
8,Caphorn,1,sheath,StemElement,0.02836879,0.039220855
8,Caphorn,2,blade,LeafElement1,0.087853425,0.107366033
8,Caphorn,2,sheath,StemElement,0.031460883,0.031556685
8,Caphorn,3,blade,LeafElement1,0.170041431,0.172806432
8,Caphorn,3,sheath,StemElement,0.046400775,0.047675764
8,Caphorn,4,blade,LeafElement1,0.415593256,0.326336817
8,Caphorn,4,internode,StemElement,0.060264177,0.056355606
8,Caphorn,4,sheath,StemElement,0.113839034,0.093799116
8,Caphorn,5,internode,StemElement,0.156380897,0.112289259
8,Caphorn,6,internode,StemElement,0.345638672,0.258129974
9,Caphorn,1,blade,LeafElement1,0.087087926,0.085538726
9,Caphorn,1,sheath,StemElement,0.0404307,0.039220855
9,Caphorn,2,blade,LeafElement1,0.118657804,0.107366033
9,Caphorn,2,sheath,StemElement,0.040787736,0.031556685
9,Caphorn,3,blade,LeafElement1,0.19290918,0.172806432
9,Caphorn,3,sheath,StemElement,0.057102523,0.047675764
9,Caphorn,4,blade,LeafElement1,0.368471149,0.326336817
9,Caphorn,4,internode,StemElement,0.07405625,0.056355606
9,Caphorn,4,sheath,StemElement,0.111024027,0.093799116
9,Caphorn,5,internode,StemElement,0.159752112,0.112289259
9,Caphorn,6,internode,StemElement,0.255138772,0.258129974
10,Caphorn,1,blade,LeafElement1,0.105988821,0.085538726
10,Caphorn,1,sheath,StemElement,0.050066496,0.039220855
