t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse
0,Soissons,1,blade,LeafElement1,0,0
0,Soissons,1,sheath,StemElement,0,0
0,Soissons,2,blade,LeafElement1,0,0
0,Soissons,2,sheath,StemElement,0,0
0,Soissons,3,blade,LeafElement1,0,0
0,Soissons,3,sheath,StemElement,0,0
0,Soissons,4,blade,LeafElement1,0,0
0,Soissons,4,internode,StemElement,0,0
0,Soissons,4,sheath,StemElement,0,0
0,Soissons,5,internode,StemElement,0,0
0,Soissons,6,internode,StemElement,0,0
1,Soissons,1,blade,LeafElement1,0,0
1,Soissons,1,sheath,StemElement,0,0
1,Soissons,2,blade,LeafElement1,0,0
1,Soissons,2,sheath,StemElement,0,0
1,Soissons,3,blade,LeafElement1,0,0
1,Soissons,3,sheath,StemElement,0,0
1,Soissons,4,blade,LeafElement1,0,0
1,Soissons,4,internode,StemElement,0,0
1,Soissons,4,sheath,StemElement,0,0
1,Soissons,5,internode,StemElement,0,0
1,Soissons,6,internode,StemElement,0,0
2,Soissons,1,blade,LeafElement1,0,0
2,Soissons,1,sheath,StemElement,0,0
2,Soissons,2,blade,LeafElement1,0,0
2,Soissons,2,sheath,StemElement,0,0
2,Soissons,3,blade,LeafElement1,0,0
2,Soissons,3,sheath,StemElement,0,0
2,Soissons,4,blade,LeafElement1,0,0
2,Soissons,4,internode,StemElement,0,0
2,Soissons,4,sheath,StemElement,0,0
2,Soissons,5,internode,StemElement,0,0
2,Soissons,6,internode,StemElement,0,0
3,Soissons,1,blade,LeafElement1,0,0
3,Soissons,1,sheath,StemElement,0,0
3,Soissons,2,blade,LeafElement1,0,0
3,Soissons,2,sheath,StemElement,0,0
3,Soissons,3,blade,LeafElement1,0,0
3,Soissons,3,sheath,StemElement,0,0
3,Soissons,4,blade,LeafElement1,0,0
3,Soissons,4,internode,StemElement,0,0
3,Soissons,4,sheath,StemElement,0,0
3,Soissons,5,internode,StemElement,0,0
3,Soissons,6,internode,StemElement,0,0
4,Soissons,1,blade,LeafElement1,0,0
4,Soissons,1,sheath,StemElement,0,0
4,Soissons,2,blade,LeafElement1,0,0
4,Soissons,2,sheath,StemElement,0,0
4,Soissons,3,blade,LeafElement1,0,0
4,Soissons,3,sheath,StemElement,0,0
4,Soissons,4,blade,LeafElement1,0,0
4,Soissons,4,internode,StemElement,0,0
4,Soissons,4,sheath,StemElement,0,0
4,Soissons,5,internode,StemElement,0,0
4,Soissons,6,internode,StemElement,0,0
5,Soissons,1,blade,LeafElement1,0,0.010462693
5,Soissons,1,sheath,StemElement,0,0.004372265
5,Soissons,2,blade,LeafElement1,0,0.024590485
5,Soissons,2,sheath,StemElement,0,0.002482997
5,Soissons,3,blade,LeafElement1,0,0.074893076
5,Soissons,3,sheath,StemElement,0,0.00737574
5,Soissons,4,blade,LeafElement1,0.086260607,0.242101869
5,Soissons,4,internode,StemElement,0,0.015359737
5,Soissons,4,sheath,StemElement,0,0.032403008
5,Soissons,5,internode,StemElement,0,0.070944974
5,Soissons,6,internode,StemElement,0.457752183,0.193476959
6,Soissons,1,blade,LeafElement1,0,0.010462693
6,Soissons,1,sheath,StemElement,0,0.004372265
6,Soissons,2,blade,LeafElement1,9.20E-05,0.024590485
6,Soissons,2,sheath,StemElement,0,0.002482997
6,Soissons,3,blade,LeafElement1,0.004571603,0.074893076
6,Soissons,3,sheath,StemElement,0,0.00737574
6,Soissons,4,blade,LeafElement1,0.102914129,0.242101869
6,Soissons,4,internode,StemElement,0,0.015359737
6,Soissons,4,sheath,StemElement,0.001103344,0.032403008
6,Soissons,5,internode,StemElement,0.023170425,0.070944974
6,Soissons,6,internode,StemElement,0.439973893,0.193476959
7,Soissons,1,blade,LeafElement1,0.000934164,0.010462693
7,Soissons,1,sheath,StemElement,0.000331992,0.004372265
7,Soissons,2,blade,LeafElement1,0.004307913,0.024590485
7,Soissons,2,sheath,StemElement,0.000165359,0.002482997
7,Soissons,3,blade,LeafElement1,0.007663848,0.074893076
7,Soissons,3,sheath,StemElement,0.000110395,0.00737574
7,Soissons,4,blade,LeafElement1,0.162494278,0.242101869
7,Soissons,4,internode,StemElement,0,0.015359737
7,Soissons,4,sheath,StemElement,0.027953666,0.032403008
7,Soissons,5,internode,StemElement,0.072749809,0.070944974
7,Soissons,6,internode,StemElement,0.360331568,0.193476959
8,Soissons,1,blade,LeafElement1,0.004543989,0.010462693
8,Soissons,1,sheath,StemElement,0.000110654,0.004372265
8,Soissons,2,blade,LeafElement1,0.003449976,0.024590485
8,Soissons,2,sheath,StemElement,0.000937028,0.002482997
8,Soissons,3,blade,LeafElement1,0.033721267,0.074893076
8,Soissons,3,sheath,StemElement,0.004415981,0.00737574
8,Soissons,4,blade,LeafElement1,0.194719319,0.242101869
8,Soissons,4,internode,StemElement,0.004891666,0.015359737
8,Soissons,4,sheath,StemElement,0.029434493,0.032403008
8,Soissons,5,internode,StemElement,0.081378952,0.070944974
8,Soissons,6,internode,StemElement,0.304805333,0.193476959
9,Soissons,1,blade,LeafElement1,0.01840515,0.010462693
9,Soissons,1,sheath,StemElement,0.002932279,0.004372265
9,Soissons,2,blade,LeafElement1,0.025601741,0.024590485
9,Soissons,2,sheath,StemElement,0.001603646,0.002482997
9,Soissons,3,blade,LeafElement1,0.045120639,0.074893076
9,Soissons,3,sheath,StemElement,0.006701769,0.00737574
9,Soissons,4,blade,LeafElement1,0.241159299,0.242101869
9,Soissons,4,internode,StemElement,0.007942987,0.015359737
9,Soissons,4,sheath,StemElement,0.026225895,0.032403008
9,Soissons,5,internode,StemElement,0.124142645,0.070944974
9,Soissons,6,internode,StemElement,0.216607928,0.193476959
10,Soissons,1,blade,LeafElement1,0.014680467,0.010462693
10,Soissons,1,sheath,StemElement,0.004315879,0.004372265
10,Soissons,2,blade,LeafElement1,0.026051159,0.024590485
10,Soissons,2,sheath,StemElement,0.00353811,0.002482997
10,Soissons,3,blade,LeafElement1,0.07716458,0.074893076
10,Soissons,3,sheath,StemElement,0.007562494,0.00737574
10,Soissons,4,blade,LeafElement1,0.261186157,0.242101869
10,Soissons,4,internode,StemElement,0.00241034,0.015359737
10,Soissons,4,sheath,StemElement,0.05577998,0.032403008
10,Soissons,5,internode,StemElement,0.111569325,0.070944974
10,Soissons,6,internode,StemElement,0.158279072,0.193476959
11,Soissons,1,blade,LeafElement1,0.012312254,0.010462693
11,Soissons,1,sheath,StemElement,0.001604597,0.004372265
11,Soissons,2,blade,LeafElement1,0.037505108,0.024590485
11,Soissons,2,sheath,StemElement,0.002484235,0.002482997
11,Soissons,3,blade,LeafElement1,0.126691529,0.074893076
11,Soissons,3,sheath,StemElement,0.015592563,0.00737574
11,Soissons,4,blade,LeafElement1,0.263676554,0.242101869
