t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse
0,Caphorn,1,blade,LeafElement1,0,0
0,Caphorn,1,sheath,StemElement,0,0
0,Caphorn,2,blade,LeafElement1,0,0
0,Caphorn,2,sheath,StemElement,0,0
0,Caphorn,3,blade,LeafElement1,0,0
0,Caphorn,3,sheath,StemElement,0,0
0,Caphorn,4,blade,LeafElement1,0,0
0,Caphorn,4,internode,StemElement,0,0
0,Caphorn,4,sheath,StemElement,0,0
0,Caphorn,5,internode,StemElement,0,0
0,Caphorn,6,internode,StemElement,0,0
1,Caphorn,1,blade,LeafElement1,0,0
1,Caphorn,1,sheath,StemElement,0,0
1,Caphorn,2,blade,LeafElement1,0,0
1,Caphorn,2,sheath,StemElement,0,0
1,Caphorn,3,blade,LeafElement1,0,0
1,Caphorn,3,sheath,StemElement,0,0
1,Caphorn,4,blade,LeafElement1,0,0
1,Caphorn,4,internode,StemElement,0,0
1,Caphorn,4,sheath,StemElement,0,0
1,Caphorn,5,internode,StemElement,0,0
1,Caphorn,6,internode,StemElement,0,0
2,Caphorn,1,blade,LeafElement1,0,0
2,Caphorn,1,sheath,StemElement,0,0
2,Caphorn,2,blade,LeafElement1,0,0
2,Caphorn,2,sheath,StemElement,0,0
2,Caphorn,3,blade,LeafElement1,0,0
2,Caphorn,3,sheath,StemElement,0,0
2,Caphorn,4,blade,LeafElement1,0,0
2,Caphorn,4,internode,StemElement,0,0
2,Caphorn,4,sheath,StemElement,0,0
2,Caphorn,5,internode,StemElement,0,0
2,Caphorn,6,internode,StemElement,0,0
3,Caphorn,1,blade,LeafElement1,0,0
3,Caphorn,1,sheath,StemElement,0,0
3,Caphorn,2,blade,LeafElement1,0,0
3,Caphorn,2,sheath,StemElement,0,0
3,Caphorn,3,blade,LeafElement1,0,0
3,Caphorn,3,sheath,StemElement,0,0
3,Caphorn,4,blade,LeafElement1,0,0
3,Caphorn,4,internode,StemElement,0,0
3,Caphorn,4,sheath,StemElement,0,0
3,Caphorn,5,internode,StemElement,0,0
3,Caphorn,6,internode,StemElement,0,0
4,Caphorn,1,blade,LeafElement1,0,0
4,Caphorn,1,sheath,StemElement,0,0
4,Caphorn,2,blade,LeafElement1,0,0
4,Caphorn,2,sheath,StemElement,0,0
4,Caphorn,3,blade,LeafElement1,0,0
4,Caphorn,3,sheath,StemElement,0,0
4,Caphorn,4,blade,LeafElement1,0,0
4,Caphorn,4,internode,StemElement,0,0
4,Caphorn,4,sheath,StemElement,0,0
4,Caphorn,5,internode,StemElement,0,0
4,Caphorn,6,internode,StemElement,0,0
5,Caphorn,1,blade,LeafElement1,0,0.016905918
5,Caphorn,1,sheath,StemElement,0,0.006971499
5,Caphorn,2,blade,LeafElement1,0,0.025388617
5,Caphorn,2,sheath,StemElement,0,0.002212609
5,Caphorn,3,blade,LeafElement1,0,0.06715555
5,Caphorn,3,sheath,StemElement,0,0.008660351
5,Caphorn,4,blade,LeafElement1,0.130390867,0.207675086
5,Caphorn,4,internode,StemElement,0,0.015933112
5,Caphorn,4,sheath,StemElement,0,0.03705238
5,Caphorn,5,internode,StemElement,0,0.069628765
5,Caphorn,6,internode,StemElement,0.429263516,0.194404001
6,Caphorn,1,blade,LeafElement1,0,0.016905918
6,Caphorn,1,sheath,StemElement,0,0.006971499
6,Caphorn,2,blade,LeafElement1,0,0.025388617
6,Caphorn,2,sheath,StemElement,0,0.002212609
6,Caphorn,3,blade,LeafElement1,0.002861002,0.06715555
6,Caphorn,3,sheath,StemElement,0,0.008660351
6,Caphorn,4,blade,LeafElement1,0.242550269,0.207675086
6,Caphorn,4,internode,StemElement,0,0.015933112
6,Caphorn,4,sheath,StemElement,0,0.03705238
6,Caphorn,5,internode,StemElement,0.007027944,0.069628765
6,Caphorn,6,internode,StemElement,0.373786991,0.194404001
7,Caphorn,1,blade,LeafElement1,0,0.016905918
7,Caphorn,1,sheath,StemElement,0,0.006971499
7,Caphorn,2,blade,LeafElement1,0.007684622,0.025388617
7,Caphorn,2,sheath,StemElement,0,0.002212609
7,Caphorn,3,blade,LeafElement1,0.015718813,0.06715555
7,Caphorn,3,sheath,StemElement,0,0.008660351
7,Caphorn,4,blade,LeafElement1,0.25619958,0.207675086
7,Caphorn,4,internode,StemElement,0,0.015933112
7,Caphorn,4,sheath,StemElement,0.023353607,0.03705238
7,Caphorn,5,internode,StemElement,0.122330887,0.069628765
7,Caphorn,6,internode,StemElement,0.330785503,0.194404001
8,Caphorn,1,blade,LeafElement1,0.001010906,0.016905918
8,Caphorn,1,sheath,StemElement,0.006215967,0.006971499
8,Caphorn,2,blade,LeafElement1,0.008307012,0.025388617
8,Caphorn,2,sheath,StemElement,0.00418903,0.002212609
8,Caphorn,3,blade,LeafElement1,0.067603032,0.06715555
8,Caphorn,3,sheath,StemElement,0.009052832,0.008660351
8,Caphorn,4,blade,LeafElement1,0.269143993,0.207675086
8,Caphorn,4,internode,StemElement,0.00383482,0.015933112
8,Caphorn,4,sheath,StemElement,0.037291803,0.03705238
8,Caphorn,5,internode,StemElement,0.070059938,0.069628765
8,Caphorn,6,internode,StemElement,0.240819551,0.194404001
9,Caphorn,1,blade,LeafElement1,0.030313321,0.016905918
9,Caphorn,1,sheath,StemElement,0.000110636,0.006971499
9,Caphorn,2,blade,LeafElement1,0.029940387,0.025388617
9,Caphorn,2,sheath,StemElement,0.014661845,0.002212609
9,Caphorn,3,blade,LeafElement1,0.069834206,0.06715555
9,Caphorn,3,sheath,StemElement,0.008611388,0.008660351
9,Caphorn,4,blade,LeafElement1,0.266204016,0.207675086
9,Caphorn,4,internode,StemElement,0.013914437,0.015933112
9,Caphorn,4,sheath,StemElement,0.041874104,0.03705238
9,Caphorn,5,internode,StemElement,0.09257222,0.069628765
9,Caphorn,6,internode,StemElement,0.187450833,0.194404001
10,Caphorn,1,blade,LeafElement1,0.035821965,0.016905918
10,Caphorn,1,sheath,StemElement,0.009073899,0.006971499
10,Caphorn,2,blade,LeafElement1,0.026312786,0.025388617
10,Caphorn,2,sheath,StemElement,0.007055211,0.002212609
