t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse,plant
0,Caphorn,1,blade,LeafElement1,0.0,0.0,1
0,Caphorn,1,sheath,StemElement,0.0,0.0,1
0,Caphorn,2,blade,LeafElement1,0.0,0.0,1
0,Caphorn,2,sheath,StemElement,0.0,0.0,1
0,Caphorn,3,blade,LeafElement1,0.0,0.0,1
0,Caphorn,3,sheath,StemElement,0.0,0.0,1
0,Caphorn,4,blade,LeafElement1,0.0,0.0,1
0,Caphorn,4,internode,StemElement,0.0,0.0,1
0,Caphorn,4,sheath,StemElement,0.0,0.0,1
0,Caphorn,5,internode,StemElement,0.0,0.0,1
0,Caphorn,6,internode,StemElement,0.0,0.0,1
1,Caphorn,1,blade,LeafElement1,0.0,0.0,1
1,Caphorn,1,sheath,StemElement,0.0,0.0,1
1,Caphorn,2,blade,LeafElement1,0.0,0.0,1
1,Caphorn,2,sheath,StemElement,0.0,0.0,1
1,Caphorn,3,blade,LeafElement1,0.0,0.0,1
1,Caphorn,3,sheath,StemElement,0.0,0.0,1
1,Caphorn,4,blade,LeafElement1,0.0,0.0,1
1,Caphorn,4,internode,StemElement,0.0,0.0,1
1,Caphorn,4,sheath,StemElement,0.0,0.0,1
1,Caphorn,5,internode,StemElement,0.0,0.0,1
1,Caphorn,6,internode,StemElement,0.0,0.0,1
2,Caphorn,1,blade,LeafElement1,0.0,0.0,1
2,Caphorn,1,sheath,StemElement,0.0,0.0,1
2,Caphorn,2,blade,LeafElement1,0.0,0.0,1
2,Caphorn,2,sheath,StemElement,0.0,0.0,1
2,Caphorn,3,blade,LeafElement1,0.0,0.0,1
2,Caphorn,3,sheath,StemElement,0.0,0.0,1
2,Caphorn,4,blade,LeafElement1,0.0,0.0,1
2,Caphorn,4,internode,StemElement,0.0,0.0,1
2,Caphorn,4,sheath,StemElement,0.0,0.0,1
2,Caphorn,5,internode,StemElement,0.0,0.0,1
2,Caphorn,6,internode,StemElement,0.0,0.0,1
3,Caphorn,1,blade,LeafElement1,0.0,0.0,1
3,Caphorn,1,sheath,StemElement,0.0,0.0,1
3,Caphorn,2,blade,LeafElement1,0.0,0.0,1
3,Caphorn,2,sheath,StemElement,0.0,0.0,1
3,Caphorn,3,blade,LeafElement1,0.0,0.0,1
3,Caphorn,3,sheath,StemElement,0.0,0.0,1
3,Caphorn,4,blade,LeafElement1,0.0,0.0,1
3,Caphorn,4,internode,StemElement,0.0,0.0,1
3,Caphorn,4,sheath,StemElement,0.0,0.0,1
3,Caphorn,5,internode,StemElement,0.0,0.0,1
3,Caphorn,6,internode,StemElement,0.0,0.0,1
4,Caphorn,1,blade,LeafElement1,0.0,0.0,1
4,Caphorn,1,sheath,StemElement,0.0,0.0,1
4,Caphorn,2,blade,LeafElement1,0.0,0.0,1
4,Caphorn,2,sheath,StemElement,0.0,0.0,1
4,Caphorn,3,blade,LeafElement1,0.0,0.0,1
4,Caphorn,3,sheath,StemElement,0.0,0.0,1
4,Caphorn,4,blade,LeafElement1,0.0,0.0,1
4,Caphorn,4,internode,StemElement,0.0,0.0,1
4,Caphorn,4,sheath,StemElement,0.0,0.0,1
4,Caphorn,5,internode,StemElement,0.0,0.0,1
4,Caphorn,6,internode,StemElement,0.0,0.0,1
5,Caphorn,1,blade,LeafElement1,0.0,0.0115025340265,1
5,Caphorn,1,sheath,StemElement,0.0,0.00468029223652,1
5,Caphorn,2,blade,LeafElement1,0.0,0.0171714300063,1
5,Caphorn,2,sheath,StemElement,0.0,0.00214864007701,1
5,Caphorn,3,blade,LeafElement1,0.0,0.0483687930455,1
5,Caphorn,3,sheath,StemElement,0.0,0.00598865229551,1
5,Caphorn,4,blade,LeafElement1,0.0852584502577,0.149649532109,1
5,Caphorn,4,internode,StemElement,0.0,0.0117539019823,1
5,Caphorn,4,sheath,StemElement,0.0,0.0316833475119,1
5,Caphorn,5,internode,StemElement,8.23592286401e-06,0.0393228491633,1
5,Caphorn,6,internode,StemElement,0.294550719016,0.144128088536,1
6,Caphorn,1,blade,LeafElement1,0.0,0.0115025340265,1
6,Caphorn,1,sheath,StemElement,0.0,0.00468029223652,1
6,Caphorn,2,blade,LeafElement1,0.0,0.0171714300063,1
6,Caphorn,2,sheath,StemElement,0.0,0.00214864007701,1
6,Caphorn,3,blade,LeafElement1,5.27370640301e-05,0.0483687930455,1
6,Caphorn,3,sheath,StemElement,0.0,0.00598865229551,1
6,Caphorn,4,blade,LeafElement1,0.113176426138,0.149649532109,1
6,Caphorn,4,internode,StemElement,0.0,0.0117539019823,1
6,Caphorn,4,sheath,StemElement,5.29585055821e-05,0.0316833475119,1
6,Caphorn,5,internode,StemElement,0.00146922712136,0.0393228491633,1
6,Caphorn,6,internode,StemElement,0.268352304552,0.144128088536,1
7,Caphorn,1,blade,LeafElement1,4.39389618727e-05,0.0115025340265,1
7,Caphorn,1,sheath,StemElement,0.0,0.00468029223652,1
7,Caphorn,2,blade,LeafElement1,0.000145446664004,0.0171714300063,1
7,Caphorn,2,sheath,StemElement,2.31499087349e-05,0.00214864007701,1
7,Caphorn,3,blade,LeafElement1,0.0036332778889,0.0483687930455,1
7,Caphorn,3,sheath,StemElement,0.000129182134849,0.00598865229551,1
7,Caphorn,4,blade,LeafElement1,0.136113332727,0.149649532109,1
7,Caphorn,4,internode,StemElement,0.000465074539435,0.0117539019823,1
7,Caphorn,4,sheath,StemElement,0.00222463012646,0.0316833475119,1
7,Caphorn,5,internode,StemElement,0.0154770053803,0.0393228491633,1
7,Caphorn,6,internode,StemElement,0.242620363087,0.144128088536,1
8,Caphorn,1,blade,LeafElement1,0.0003054656009,0.0115025340265,1
8,Caphorn,1,sheath,StemElement,0.000385083488892,0.00468029223652,1
8,Caphorn,2,blade,LeafElement1,0.00183257915184,0.0171714300063,1
8,Caphorn,2,sheath,StemElement,0.000201731852367,0.00214864007701,1
8,Caphorn,3,blade,LeafElement1,0.0127528783822,0.0483687930455,1
8,Caphorn,3,sheath,StemElement,0.000747743018187,0.00598865229551,1
8,Caphorn,4,blade,LeafElement1,0.157010997239,0.149649532109,1
8,Caphorn,4,internode,StemElement,0.00255655297427,0.0117539019823,1
8,Caphorn,4,sheath,StemElement,0.0100106663302,0.0316833475119,1
8,Caphorn,5,internode,StemElement,0.0346984651918,0.0393228491633,1
8,Caphorn,6,internode,StemElement,0.20897121077,0.144128088536,1
9,Caphorn,1,blade,LeafElement1,0.00227068297242,0.0115025340265,1
9,Caphorn,1,sheath,StemElement,0.000931158935405,0.00468029223652,1
9,Caphorn,2,blade,LeafElement1,0.00670909233522,0.0171714300063,1
9,Caphorn,2,sheath,StemElement,0.0018338103283,0.00214864007701,1
