t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse
0,Soissons,1,blade,LeafElement1,0,0
0,Soissons,1,sheath,StemElement,0,0
0,Soissons,2,blade,LeafElement1,0,0
0,Soissons,2,sheath,StemElement,0,0
0,Soissons,3,blade,LeafElement1,0,0
0,Soissons,3,sheath,StemElement,0,0
0,Soissons,4,blade,LeafElement1,0,0
0,Soissons,4,internode,StemElement,0,0
0,Soissons,4,sheath,StemElement,0,0
0,Soissons,5,internode,StemElement,0,0
0,Soissons,6,internode,StemElement,0,0
1,Soissons,1,blade,LeafElement1,0,0
1,Soissons,1,sheath,StemElement,0,0
1,Soissons,2,blade,LeafElement1,0,0
1,Soissons,2,sheath,StemElement,0,0
1,Soissons,3,blade,LeafElement1,0,0
1,Soissons,3,sheath,StemElement,0,0
1,Soissons,4,blade,LeafElement1,0,0
1,Soissons,4,internode,StemElement,0,0
1,Soissons,4,sheath,StemElement,0,0
1,Soissons,5,internode,StemElement,0,0
1,Soissons,6,internode,StemElement,0,0
2,Soissons,1,blade,LeafElement1,0,0
2,Soissons,1,sheath,StemElement,0,0
2,Soissons,2,blade,LeafElement1,0,0
2,Soissons,2,sheath,StemElement,0,0
2,Soissons,3,blade,LeafElement1,0,0
2,Soissons,3,sheath,StemElement,0,0
2,Soissons,4,blade,LeafElement1,0,0
2,Soissons,4,internode,StemElement,0,0
2,Soissons,4,sheath,StemElement,0,0
2,Soissons,5,internode,StemElement,0,0
2,Soissons,6,internode,StemElement,0,0
3,Soissons,1,blade,LeafElement1,0,0
3,Soissons,1,sheath,StemElement,0,0
3,Soissons,2,blade,LeafElement1,0,0
3,Soissons,2,sheath,StemElement,0,0
3,Soissons,3,blade,LeafElement1,0,0
3,Soissons,3,sheath,StemElement,0,0
3,Soissons,4,blade,LeafElement1,0,0
3,Soissons,4,internode,StemElement,0,0
3,Soissons,4,sheath,StemElement,0,0
3,Soissons,5,internode,StemElement,0,0
3,Soissons,6,internode,StemElement,0,0
4,Soissons,1,blade,LeafElement1,0,0
4,Soissons,1,sheath,StemElement,0,0
4,Soissons,2,blade,LeafElement1,0,0
4,Soissons,2,sheath,StemElement,0,0
4,Soissons,3,blade,LeafElement1,0,0
4,Soissons,3,sheath,StemElement,0,0
4,Soissons,4,blade,LeafElement1,0,0
4,Soissons,4,internode,StemElement,0,0
4,Soissons,4,sheath,StemElement,0,0
4,Soissons,5,internode,StemElement,0,0
4,Soissons,6,internode,StemElement,0,0
5,Soissons,1,blade,LeafElement1,0,0.002670997
5,Soissons,1,sheath,StemElement,0,0.001338667
5,Soissons,2,blade,LeafElement1,0,0.007923079
5,Soissons,2,sheath,StemElement,0,0.000537096
5,Soissons,3,blade,LeafElement1,0,0.034731206
5,Soissons,3,sheath,StemElement,0,0.00199238
5,Soissons,4,blade,LeafElement1,0.038813012,0.172977039
5,Soissons,4,internode,StemElement,0,0.005791393
5,Soissons,4,sheath,StemElement,0,0.016486976
5,Soissons,5,internode,StemElement,0,0.052784479
5,Soissons,6,internode,StemElement,0.333829206,0.157470239
6,Soissons,1,blade,LeafElement1,0,0.002670997
6,Soissons,1,sheath,StemElement,0,0.001338667
6,Soissons,2,blade,LeafElement1,3.19E-06,0.007923079
6,Soissons,2,sheath,StemElement,0,0.000537096
6,Soissons,3,blade,LeafElement1,0.000207736,0.034731206
6,Soissons,3,sheath,StemElement,8.28E-06,0.00199238
6,Soissons,4,blade,LeafElement1,0.07004586,0.172977039
6,Soissons,4,internode,StemElement,0,0.005791393
6,Soissons,4,sheath,StemElement,0.000706625,0.016486976
6,Soissons,5,internode,StemElement,0.004404611,0.052784479
6,Soissons,6,internode,StemElement,0.303673504,0.157470239
7,Soissons,1,blade,LeafElement1,2.35E-05,0.002670997
7,Soissons,1,sheath,StemElement,3.65E-05,0.001338667
7,Soissons,2,blade,LeafElement1,0.000262492,0.007923079
7,Soissons,2,sheath,StemElement,1.49E-05,0.000537096
7,Soissons,3,blade,LeafElement1,0.003103309,0.034731206
7,Soissons,3,sheath,StemElement,0.000175534,0.00199238
7,Soissons,4,blade,LeafElement1,0.095045001,0.172977039
7,Soissons,4,internode,StemElement,0.000898964,0.005791393
7,Soissons,4,sheath,StemElement,0.004772854,0.016486976
7,Soissons,5,internode,StemElement,0.032996728,0.052784479
7,Soissons,6,internode,StemElement,0.273086725,0.157470239
8,Soissons,1,blade,LeafElement1,0.000344332,0.002670997
8,Soissons,1,sheath,StemElement,0.00012117,0.001338667
8,Soissons,2,blade,LeafElement1,0.001752085,0.007923079
8,Soissons,2,sheath,StemElement,0.000334016,0.000537096
8,Soissons,3,blade,LeafElement1,0.01195071,0.034731206
8,Soissons,3,sheath,StemElement,0.000985326,0.00199238
8,Soissons,4,blade,LeafElement1,0.120193253,0.172977039
8,Soissons,4,internode,StemElement,0.003452839,0.005791393
8,Soissons,4,sheath,StemElement,0.013290012,0.016486976
8,Soissons,5,internode,StemElement,0.052765379,0.052784479
8,Soissons,6,internode,StemElement,0.235017909,0.157470239
9,Soissons,1,blade,LeafElement1,0.001597846,0.002670997
9,Soissons,1,sheath,StemElement,0.000355209,0.001338667
9,Soissons,2,blade,LeafElement1,0.004412103,0.007923079
9,Soissons,2,sheath,StemElement,0.000745767,0.000537096
9,Soissons,3,blade,LeafElement1,0.020754627,0.034731206
9,Soissons,3,sheath,StemElement,0.002519454,0.00199238
9,Soissons,4,blade,LeafElement1,0.166272243,0.172977039
9,Soissons,4,internode,StemElement,0.003706002,0.005791393
9,Soissons,4,sheath,StemElement,0.014458528,0.016486976
9,Soissons,5,internode,StemElement,0.0953251,0.052784479
9,Soissons,6,internode,StemElement,0.175783076,0.157470239
10,Soissons,1,blade,LeafElement1,0.003423739,0.002670997
10,Soissons,1,sheath,StemElement,0.00138274,0.001338667
10,Soissons,2,blade,LeafElement1,0.012189198,0.007923079
10,Soissons,2,sheath,StemElement,0.000991029,0.000537096
10,Soissons,3,blade,LeafElement1,0.033163647,0.034731206
10,Soissons,3,sheath,StemElement,0.005300912,0.00199238
10,Soissons,4,blade,LeafElement1,0.192224097,0.172977039
10,Soissons,4,internode,StemElement,0.002784319,0.005791393
10,Soissons,4,sheath,StemElement,0.02999419,0.016486976
10,Soissons,5,internode,StemElement,0.076267073,0.052784479
10,Soissons,6,internode,StemElement,0.13057161,0.157470239
11,Soissons,1,blade,LeafElement1,0.004350874,0.002670997
11,Soissons,1,sheath,StemElement,0.000769701,0.001338667
11,Soissons,2,blade,LeafElement1,0.016073211,0.007923079
11,Soissons,2,sheath,StemElement,0.001218916,0.000537096
11,Soissons,3,blade,LeafElement1,0.063686351,0.034731206
11,Soissons,3,sheath,StemElement,0.008880154,0.00199238
11,Soissons,4,blade,LeafElement1,0.199257712,0.172977039
