t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse
0,Caphorn,1,blade,LeafElement1,0,0
0,Caphorn,1,sheath,StemElement,0,0
0,Caphorn,2,blade,LeafElement1,0,0
0,Caphorn,2,sheath,StemElement,0,0
0,Caphorn,3,blade,LeafElement1,0,0
0,Caphorn,3,sheath,StemElement,0,0
0,Caphorn,4,blade,LeafElement1,0,0
0,Caphorn,4,internode,StemElement,0,0
0,Caphorn,4,sheath,StemElement,0,0
0,Caphorn,5,internode,StemElement,0,0
0,Caphorn,6,internode,StemElement,0,0
0,Soissons,1,blade,LeafElement1,0,0
0,Soissons,1,sheath,StemElement,0,0
0,Soissons,2,blade,LeafElement1,0,0
0,Soissons,2,sheath,StemElement,0,0
0,Soissons,3,blade,LeafElement1,0,0
0,Soissons,3,sheath,StemElement,0,0
0,Soissons,4,blade,LeafElement1,0,0
0,Soissons,4,internode,StemElement,0,0
0,Soissons,4,sheath,StemElement,0,0
0,Soissons,5,internode,StemElement,0,0
0,Soissons,6,internode,StemElement,0,0
1,Caphorn,1,blade,LeafElement1,0,0
1,Caphorn,1,sheath,StemElement,0,0
1,Caphorn,2,blade,LeafElement1,0,0
1,Caphorn,2,sheath,StemElement,0,0
1,Caphorn,3,blade,LeafElement1,0,0
1,Caphorn,3,sheath,StemElement,0,0
1,Caphorn,4,blade,LeafElement1,0,0
1,Caphorn,4,internode,StemElement,0,0
1,Caphorn,4,sheath,StemElement,0,0
1,Caphorn,5,internode,StemElement,0,0
1,Caphorn,6,internode,StemElement,0,0
1,Soissons,1,blade,LeafElement1,0,0
1,Soissons,1,sheath,StemElement,0,0
1,Soissons,2,blade,LeafElement1,0,0
1,Soissons,2,sheath,StemElement,0,0
1,Soissons,3,blade,LeafElement1,0,0
1,Soissons,3,sheath,StemElement,0,0
1,Soissons,4,blade,LeafElement1,0,0
1,Soissons,4,internode,StemElement,0,0
1,Soissons,4,sheath,StemElement,0,0
1,Soissons,5,internode,StemElement,0,0
1,Soissons,6,internode,StemElement,0,0
2,Caphorn,1,blade,LeafElement1,0,0
2,Caphorn,1,sheath,StemElement,0,0
2,Caphorn,2,blade,LeafElement1,0,0
2,Caphorn,2,sheath,StemElement,0,0
2,Caphorn,3,blade,LeafElement1,0,0
2,Caphorn,3,sheath,StemElement,0,0
2,Caphorn,4,blade,LeafElement1,0,0
2,Caphorn,4,internode,StemElement,0,0
2,Caphorn,4,sheath,StemElement,0,0
2,Caphorn,5,internode,StemElement,0,0
2,Caphorn,6,internode,StemElement,0,0
2,Soissons,1,blade,LeafElement1,0,0
2,Soissons,1,sheath,StemElement,0,0
2,Soissons,2,blade,LeafElement1,0,0
2,Soissons,2,sheath,StemElement,0,0
2,Soissons,3,blade,LeafElement1,0,0
2,Soissons,3,sheath,StemElement,0,0
2,Soissons,4,blade,LeafElement1,0,0
2,Soissons,4,internode,StemElement,0,0
2,Soissons,4,sheath,StemElement,0,0
2,Soissons,5,internode,StemElement,0,0
2,Soissons,6,internode,StemElement,0,0
3,Caphorn,1,blade,LeafElement1,0,0
3,Caphorn,1,sheath,StemElement,0,0
3,Caphorn,2,blade,LeafElement1,0,0
3,Caphorn,2,sheath,StemElement,0,0
3,Caphorn,3,blade,LeafElement1,0,0
3,Caphorn,3,sheath,StemElement,0,0
3,Caphorn,4,blade,LeafElement1,0,0
3,Caphorn,4,internode,StemElement,0,0
3,Caphorn,4,sheath,StemElement,0,0
3,Caphorn,5,internode,StemElement,0,0
3,Caphorn,6,internode,StemElement,0,0
3,Soissons,1,blade,LeafElement1,0,0
3,Soissons,1,sheath,StemElement,0,0
3,Soissons,2,blade,LeafElement1,0,0
3,Soissons,2,sheath,StemElement,0,0
3,Soissons,3,blade,LeafElement1,0,0
3,Soissons,3,sheath,StemElement,0,0
3,Soissons,4,blade,LeafElement1,0,0
3,Soissons,4,internode,StemElement,0,0
3,Soissons,4,sheath,StemElement,0,0
3,Soissons,5,internode,StemElement,0,0
3,Soissons,6,internode,StemElement,0,0
4,Caphorn,1,blade,LeafElement1,0,0
4,Caphorn,1,sheath,StemElement,0,0
4,Caphorn,2,blade,LeafElement1,0,0
4,Caphorn,2,sheath,StemElement,0,0
4,Caphorn,3,blade,LeafElement1,0,0
4,Caphorn,3,sheath,StemElement,0,0
4,Caphorn,4,blade,LeafElement1,0,0
4,Caphorn,4,internode,StemElement,0,0
4,Caphorn,4,sheath,StemElement,0,0
4,Caphorn,5,internode,StemElement,0,0
4,Caphorn,6,internode,StemElement,0,0
4,Soissons,1,blade,LeafElement1,0,0
4,Soissons,1,sheath,StemElement,0,0
4,Soissons,2,blade,LeafElement1,0,0
4,Soissons,2,sheath,StemElement,0,0
4,Soissons,3,blade,LeafElement1,0,0
4,Soissons,3,sheath,StemElement,0,0
4,Soissons,4,blade,LeafElement1,0,0
4,Soissons,4,internode,StemElement,0,0
4,Soissons,4,sheath,StemElement,0,0
4,Soissons,5,internode,StemElement,0,0
4,Soissons,6,internode,StemElement,0,0
5,Caphorn,1,blade,LeafElement1,0,0.005661565
5,Caphorn,1,sheath,StemElement,0,0.002652056
5,Caphorn,2,blade,LeafElement1,0,0.01078264
5,Caphorn,2,sheath,StemElement,0,0.001159698
5,Caphorn,3,blade,LeafElement1,0,0.035326641
5,Caphorn,3,sheath,StemElement,0,0.003716257
5,Caphorn,4,blade,LeafElement1,0.090297017,0.163851824
5,Caphorn,4,internode,StemElement,0,0.007484106
5,Caphorn,4,sheath,StemElement,0,0.023188396
5,Caphorn,5,internode,StemElement,0,0.043373265
5,Caphorn,6,internode,StemElement,0.310537946,0.148379805
5,Soissons,1,blade,LeafElement1,0,0.005710503
5,Soissons,1,sheath,StemElement,0,0.002348058
5,Soissons,2,blade,LeafElement1,0,0.013427695
5,Soissons,2,sheath,StemElement,0,0.001063792
5,Soissons,3,blade,LeafElement1,0,0.046360958
5,Soissons,3,sheath,StemElement,0,0.003299184
5,Soissons,4,blade,LeafElement1,0.039280641,0.171470231
5,Soissons,4,internode,StemElement,0,0.007464697
5,Soissons,4,sheath,StemElement,0,0.020639477
