t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
1187,34,23,8.9,0,7.455,0.96,360,4.3
1188,34,24,8.8,0,7.535,0.96,360,5
1189,35,1,9,0,7.615,0.95,360,5
1190,35,2,8.9,0,7.62,0.92,360,5
1191,35,3,8.9,0,7.515,0.86,360,5
1192,35,4,7.9,0,7.335,0.76,360,5
1193,35,5,7.8,0,6.8305,0.76,360,5
1194,35,6,7.1,0,6.4665,0.71,360,5
1195,35,7,7,0,6.2475,0.72,360,5
1196,35,8,6.7,11.22222222,6.0255,0.76,360,5
1197,35,9,7.4,235.6666667,5.9125,0.74,360,5
1198,35,10,7.4,280.5555556,6.1715,0.71,360,5
1199,35,11,7.5,134.6666667,6.4795,0.73,360,5
1200,35,12,8.3,213.2222222,6.5115,0.7,360,5
1201,35,13,8.4,190.7777778,6.7505,0.69,360,5
1202,35,14,8.3,527.4444444,7.073,0.69,360,5
1203,35,15,7.5,112.2222222,7.39,0.78,360,5
1204,35,16,7.5,89.77777778,7.075,0.78,360,5
1205,35,17,7.2,22.44444444,6.8345,0.81,360,5
1206,35,18,7.3,0,6.5425,0.8,360,5
1207,35,19,6.6,0,6.344,0.81,360,5
1208,35,20,5.9,0,6.187,0.85,360,5
1209,35,21,6.3,0,5.911,0.78,360,5
1210,35,22,5.7,0,5.569,0.87,360,5
1211,35,23,6.5,0,5.2635,0.82,360,5
1212,35,24,6.1,0,5.3655,0.82,360,4.6
1213,36,1,6.4,0,5.186,0.82,360,4.6
1214,36,2,6.1,0,5.1385,0.84,360,4.6
1215,36,3,5.9,0,5.1205,0.85,360,4.6
1216,36,4,6.5,0,4.9845,0.83,360,4.6
1217,36,5,6.5,0,5.1385,0.84,360,4.6
1218,36,6,6.6,0,5.3,0.8,360,4.6
1219,36,7,6.5,0,5.3515,0.81,360,4.6
1220,36,8,6.5,0,5.3515,0.81,360,4.6
1221,36,9,6.5,78.55555556,5.3885,0.82,360,4.6
1222,36,10,6.9,213.2222222,5.633,0.82,360,4.6
1223,36,11,7.6,303,6.0875,0.77,360,4.6
1224,36,12,7.6,269.3333333,6.603,0.74,360,4.6
1225,36,13,7.9,291.7777778,6.8195,0.72,360,4.6
1226,36,14,7.7,303,7.08,0.73,360,4.6
1227,36,15,7.1,134.6666667,7.095,0.81,360,4.6
1228,36,16,6.6,67.33333333,6.906,0.82,360,4.6
1229,36,17,6.3,11.22222222,6.557,0.81,360,4.6
1230,36,18,6.2,0,6.1995,0.82,360,4.6
1231,36,19,6.2,0,5.9065,0.81,360,4.6
1232,36,20,5.3,0,5.6645,0.89,360,4.6
1233,36,21,5.3,0,5.577,0.92,360,4.6
1234,36,22,5.9,0,5.5485,0.87,360,4.6
1235,36,23,6.1,0,5.49,0.85,360,4.6
1236,36,24,6.3,0,5.473,0.89,360,4.1
1237,37,1,6.6,0,5.494,0.89,360,4.1
1238,37,2,6.8,0,5.548,0.9,360,4.1
1239,37,3,3.7,0,5.715,0.88,360,4.1
1240,37,4,3.5,0,5.394,0.94,360,4.1
1241,37,5,4.4,0,5.056,0.96,360,4.1
1242,37,6,4.5,0,5.005,0.93,360,4.1
1243,37,7,3.9,0,4.871,0.9,360,4.1
1244,37,8,3.8,22.44444444,4.5575,0.89,360,4.1
1245,37,9,4.2,213.2222222,4.2665,0.86,360,4.1
1246,37,10,4.7,482.5555556,4.527,0.72,360,4.1
1247,37,11,5.1,763.1111111,5.145,0.63,360,4.1
1248,37,12,3.1,359.1111111,5.8805,0.79,360,4.1
1249,37,13,3.9,662.1111111,5.818,0.63,360,4.1
1250,37,14,3.9,493.7777778,6.0695,0.65,360,4.1
1251,37,15,4.4,538.6666667,5.7985,0.62,360,4.1
1252,37,16,3.3,246.8888889,5.293,0.55,360,4.1
1253,37,17,2.4,89.77777778,4.402,0.54,360,4.1
1254,37,18,1.9,0,3.3105,0.56,360,4.1
1255,37,19,0.9,0,2.4775,0.63,360,4.1
1256,37,20,1,0,2.2625,0.67,360,4.1
1257,37,21,0.3,0,2.1285,0.81,360,4.1
1258,37,22,-0.3,0,2.0275,0.86,360,4.1
1259,37,23,-0.7,0,1.9085,0.88,360,4.1
1260,37,24,-1,0,1.804,0.86,360,2.5
1261,38,1,-1,0,1.711,0.83,360,2.5
1262,38,2,-1.8,0,1.597,0.83,360,2.5
1263,38,3,-1.3,0,1.4605,0.83,360,2.5
1264,38,4,-1.4,0,1.3145,0.81,360,2.5
1265,38,5,-1.3,0,1.205,0.8,360,2.5
1266,38,6,-1,0,1.0895,0.83,360,2.5
1267,38,7,-0.6,0,0.9915,0.84,360,2.5
1268,38,8,-0.3,22.44444444,0.926,0.85,360,2.5
1269,38,9,0.5,157.1111111,0.9145,0.84,360,2.5
1270,38,10,1.1,213.2222222,0.937,0.8,360,2.5
1271,38,11,1.4,202,0.972,0.79,360,2.5
1272,38,12,1,190.7777778,1.0005,0.88,360,2.5
1273,38,13,0.6,157.1111111,1.027,0.91,360,2.5
1274,38,14,0.4,112.2222222,1.029,0.93,360,2.5
1275,38,15,0.2,89.77777778,1.033,0.94,360,2.5
1276,38,16,0.2,44.88888889,1.0425,0.95,360,2.5
1277,38,17,0.2,22.44444444,1.0475,0.96,360,2.5
1278,38,18,0.3,0,1.0585,0.96,360,2.5
1279,38,19,0.4,0,1.0845,0.96,360,2.5
1280,38,20,0.1,0,1.11,0.97,360,2.5
1281,38,21,0.1,0,1.1255,0.97,360,2.5
1282,38,22,0.2,0,1.1335,0.97,360,2.5
1283,38,23,0.1,0,1.155,0.98,360,2.5
1284,38,24,0,0,1.1595,0.98,360,2.7
1285,39,1,0.1,0,1.1615,0.98,360,2.7
1286,39,2,0.1,0,1.165,0.98,360,2.7
1287,39,3,0.1,0,1.167,0.98,360,2.7
1288,39,4,0.1,0,1.166,0.98,360,2.7
1289,39,5,0.2,0,1.163,0.98,360,2.7
1290,39,6,0.1,0,1.169,0.97,360,2.7
1291,39,7,0.2,0,1.168,0.96,360,2.7
1292,39,8,0.2,0,1.162,0.95,360,2.7
1293,39,9,0.3,44.88888889,1.2,0.91,360,2.7
1294,39,10,0.4,145.8888889,1.2985,0.92,360,2.7
1295,39,11,-0.2,202,1.5175,0.93,360,2.7
1296,39,12,1.3,505,1.4365,0.95,360,2.7
1297,39,13,1.2,583.5555556,2.253,0.86,360,2.7
1298,39,14,2.8,673.3333333,3.225,0.82,360,2.7
1299,39,15,2.2,404,3.9245,0.75,360,2.7
1300,39,16,1.6,213.2222222,3.6355,0.79,360,2.7
1301,39,17,1.2,89.77777778,2.876,0.83,360,2.7
1302,39,18,0.7,0,2.146,0.82,360,2.7
1303,39,19,0.2,0,1.5265,0.84,360,2.7
1304,39,20,-0.2,0,1.305,0.87,360,2.7
1305,39,21,-0.7,0,1.188,0.88,360,2.7
1306,39,22,-1.7,0,1.116,0.91,360,2.7
1307,39,23,-0.7,0,1.061,0.92,360,2.7
1308,39,24,-1.2,0,1.0205,0.92,360,2.6
1309,40,1,-1.7,0,0.988,0.92,360,2.6
1310,40,2,-1.7,0,0.9255,0.92,360,2.6
1311,40,3,-2.1,0,0.8315,0.91,360,2.6
1312,40,4,-2.3,0,0.7395,0.93,360,2.6
1313,40,5,-1.7,0,0.6585,0.93,360,2.6
1314,40,6,-2.8,0,0.6265,0.92,360,2.6
1315,40,7,-3.6,0,0.561,0.93,360,2.6
1316,40,8,-3,78.55555556,0.484,0.94,360,2.6
1317,40,9,-2.1,437.6666667,0.428,0.93,360,2.6
1318,40,10,-1.3,572.3333333,0.4235,0.9,360,2.6
1319,40,11,0.5,684.5555556,0.4485,0.86,360,2.6
1320,40,12,1.1,718.2222222,0.467,0.77,360,2.6
1321,40,13,0,157.1111111,0.5045,0.88,360,2.6
1322,40,14,1.1,269.3333333,0.5815,0.87,360,2.6
1323,40,15,1.5,415.2222222,0.6145,0.81,360,2.6
1324,40,16,1.4,280.5555556,0.8075,0.79,360,2.6
1325,40,17,0.5,78.55555556,0.909,0.87,360,2.6
1326,40,18,0.3,0,0.817,0.9,360,2.6
1327,40,19,0.5,0,0.7265,0.9,360,2.6
1328,40,20,0.3,0,0.6975,0.89,360,2.6
1329,40,21,0.5,0,0.696,0.88,360,2.6
1330,40,22,0.5,0,0.6985,0.9,360,2.6
1331,40,23,0.2,0,0.708,0.9,360,2.6
1332,40,24,-0.1,0,0.6935,0.92,360,1.7
1333,41,1,-0.2,0,0.687,0.92,360,1.7
1334,41,2,-0.1,0,0.6835,0.93,360,1.7
1335,41,3,-0.1,0,0.693,0.93,360,1.7
1336,41,4,0.2,0,0.6895,0.92,360,1.7
1337,41,5,0.4,0,0.689,0.89,360,1.7
1338,41,6,-0.2,0,0.69,0.91,360,1.7
1339,41,7,0.1,0,0.6675,0.91,360,1.7
1340,41,8,0.3,22.44444444,0.6595,0.92,360,1.7
1341,41,9,0.7,168.3333333,0.68,0.9,360,1.7
1342,41,10,1.1,202,0.718,0.88,360,1.7
1343,41,11,2.3,359.1111111,0.7595,0.83,360,1.7
1344,41,12,2.1,471.3333333,0.872,0.81,360,1.7
1345,41,13,3,561.1111111,1.49,0.76,360,1.7
1346,41,14,2.1,404,2.627,0.75,360,1.7
1347,41,15,3.8,527.4444444,3.109,0.73,360,1.7
1348,41,16,2.8,314.2222222,3.3235,0.75,360,1.7
1349,41,17,2.1,123.4444444,2.6105,0.74,360,1.7
1350,41,18,0.5,0,1.7495,0.84,360,1.7
1351,41,19,0.2,0,1.157,0.84,360,1.7
1352,41,20,-0.4,0,1.005,0.84,360,1.7
1353,41,21,-0.1,0,0.9045,0.83,360,1.7
1354,41,22,-0.6,0,0.826,0.79,360,1.7
1355,41,23,-1.4,0,0.741,0.87,360,1.7
1356,41,24,-1.8,0,0.6395,0.89,360,0.8
1357,42,1,-2.4,0,0.5265,0.89,360,0.8
1358,42,2,-3,0,0.411,0.91,360,0.8
1359,42,3,-3.2,0,0.313,0.92,360,0.8
1360,42,4,-3.9,0,0.2335,0.93,360,0.8
1361,42,5,-4.1,0,0.1525,0.93,360,0.8
1362,42,6,-4.4,0,0.0555,0.94,360,0.8
1363,42,7,-4.7,0,0,0.93,360,0.8
1364,42,8,-5.7,44.88888889,0,0.93,360,0.8
1365,42,9,-3.1,437.6666667,0,0.94,360,0.8
1366,42,10,0.2,740.6666667,0,0.95,360,0.8
1367,42,11,1.2,965.1111111,0,0.8,360,0.8
1368,42,12,2,1167.111111,0.005,0.64,360,0.8
1369,42,13,2.6,965.1111111,0.0935,0.57,360,0.8
1370,42,14,3.1,819.2222222,0.6365,0.59,360,0.8
1371,42,15,2.9,617.2222222,1.9365,0.59,360,0.8
1372,42,16,2.1,347.8888889,2.154,0.64,360,0.8
1373,42,17,0.6,89.77777778,1.449,0.69,360,0.8
1374,42,18,0,0,0.814,0.73,360,0.8
1375,42,19,-0.2,0,0.6695,0.74,360,0.8
1376,42,20,-0.7,0,0.598,0.78,360,0.8
1377,42,21,-1,0,0.549,0.81,360,0.8
1378,42,22,-1.9,0,0.505,0.84,360,0.8
1379,42,23,-1.2,0,0.4415,0.85,360,0.8
1380,42,24,-1.7,0,0.3665,0.86,360,2.1
1381,43,1,-2,0,0.302,0.85,360,2.1
1382,43,2,-2.2,0,0.238,0.85,360,2.1
1383,43,3,-3.4,0,0.158,0.84,360,2.1
1384,43,4,-3.9,0,0.0435,0.86,360,2.1
1385,43,5,-3.6,0,0,0.88,360,2.1
1386,43,6,-4.1,0,0,0.88,360,2.1
1387,43,7,-4.1,0,0,0.89,360,2.1
1388,43,8,-3.8,134.6666667,0,0.88,360,2.1
1389,43,9,-2.2,561.1111111,0,0.8,360,2.1
1390,43,10,-0.9,886.5555556,0,0.73,360,2.1
1391,43,11,0.2,1021.222222,0,0.59,360,2.1
1392,43,12,0.9,953.8888889,0,0.48,360,2.1
1393,43,13,1.5,998.7777778,0.0285,0.54,360,2.1
1394,43,14,2.1,864.1111111,0.191,0.49,360,2.1
1395,43,15,2.3,673.3333333,0.6105,0.51,360,2.1
1396,43,16,1.8,415.2222222,0.7165,0.49,360,2.1
1397,43,17,0.3,123.4444444,0.3695,0.52,360,2.1
1398,43,18,-0.2,0,0.314,0.61,360,2.1
1399,43,19,-0.8,0,0.302,0.65,360,2.1
1400,43,20,-0.8,0,0.2805,0.67,360,2.1
1401,43,21,-0.9,0,0.2395,0.66,360,2.1
1402,43,22,-1.4,0,0.19,0.66,360,2.1
1403,43,23,-1.3,0,0.111,0.67,360,2.1
1404,43,24,-1.4,0,0.035,0.71,360,1.4
1405,44,1,-1.8,0,0.024,0.73,360,1.4
1406,44,2,-1.9,0,0,0.77,360,1.4
1407,44,3,-2,0,0,0.74,360,1.4
1408,44,4,-2.2,0,0,0.79,360,1.4
1409,44,5,-2,0,0,0.77,360,1.4
1410,44,6,-2.1,0,0,0.79,360,1.4
1411,44,7,-2.3,0,0,0.8,360,1.4
1412,44,8,-1.9,56.11111111,0,0.8,360,1.4
1413,44,9,-1.7,145.8888889,0,0.78,360,1.4
1414,44,10,-1.3,213.2222222,0,0.75,360,1.4
1415,44,11,-0.1,381.5555556,0,0.73,360,1.4
1416,44,12,2.1,909,0.024,0.67,360,1.4
1417,44,13,3.2,965.1111111,0.118,0.59,360,1.4
1418,44,14,4.2,886.5555556,0.4565,0.56,360,1.4
1419,44,15,3.7,639.6666667,1.8285,0.57,360,1.4
1420,44,16,3.1,291.7777778,2.093,0.63,360,1.4
1421,44,17,2.6,89.77777778,1.3255,0.6,360,1.4
1422,44,18,1.1,0,0.6135,0.68,360,1.4
1423,44,19,1.7,0,0.513,0.65,360,1.4
1424,44,20,1.9,0,0.49,0.61,360,1.4
1425,44,21,2.3,0,0.485,0.54,360,1.4
1426,44,22,1.7,0,0.4875,0.61,360,1.4
1427,44,23,1.3,0,0.4435,0.71,360,1.4
1428,44,24,0.8,0,0.4465,0.83,360,1.6
1429,45,1,1,0,0.473,0.9,360,1.6
1430,45,2,1,0,0.559,0.93,360,1.6
1431,45,3,1.3,0,0.7015,0.94,360,1.6
1432,45,4,1.6,0,0.919,0.96,360,1.6
1433,45,5,1.8,0,1.119,0.96,360,1.6
1434,45,6,2.1,0,1.3275,0.97,360,1.6
1435,45,7,2.3,0,1.473,0.97,360,1.6
1436,45,8,2.7,11.22222222,1.6245,0.98,360,1.6
1437,45,9,3.3,112.2222222,2.0615,0.98,360,1.6
1438,45,10,3.5,145.8888889,2.9085,0.98,360,1.6
1439,45,11,4.2,258.1111111,3.756,0.99,360,1.6
1440,45,12,5,258.1111111,4.885,0.99,360,1.6
1441,45,13,5.7,336.6666667,6.453351901,0.99,360,1.6
1442,45,14,5.9,291.7777778,6.677772066,0.99,360,1.6
1443,45,15,5.8,134.6666667,6.565561983,0.99,360,1.6
1444,45,16,5.6,56.11111111,6.341141819,0.99,360,1.6
1445,45,17,5.1,22.44444444,5.780091407,0.99,360,1.6
1446,45,18,4.7,11.22222222,5.331251078,0.99,360,1.6
1447,45,19,4.6,0,5.219040996,0.99,360,1.6
1448,45,20,4.7,0,5.331251078,0.99,360,1.6
1449,45,21,4.4,0,4.994620831,0.99,360,1.6
1450,45,22,4.5,0,5.106830914,0.99,360,1.6
1451,45,23,4.3,0,4.882410749,0.99,360,1.6
1452,45,24,3.8,0,4.321360338,0.99,360,3.4
1453,46,1,3.9,0,4.43357042,0.99,360,3.4
1454,46,2,3.7,0,4.209150255,0.95,360,3.4
1455,46,3,4.2,0,4.770200667,0.93,360,3.4
1456,46,4,4.5,0,5.106830914,0.94,360,3.4
1457,46,5,4.6,0,5.219040996,0.94,360,3.4
1458,46,6,5,0,5.667881325,0.93,360,3.4
1459,46,7,4.8,0,5.443461161,0.95,360,3.4
1460,46,8,5.3,11.22222222,6.004511572,0.96,360,3.4
1461,46,9,5.7,67.33333333,6.453351901,0.95,360,3.4
1462,46,10,6.1,78.55555556,6.90219223,0.96,360,3.4
1463,46,11,6.7,179.5555556,7.575452724,0.97,360,3.4
1464,46,12,6.2,123.4444444,7.014402313,0.86,360,3.4
1465,46,13,8.5,662.1111111,9.595234205,0.78,360,3.4
1466,46,14,8,774.3333333,9.034183794,0.67,360,3.4
1467,46,15,8.4,471.3333333,9.483024123,0.6,360,3.4
1468,46,16,7.5,370.3333333,8.473133382,0.63,360,3.4
1469,46,17,6.1,89.77777778,6.90219223,0.66,360,3.4
1470,46,18,5.1,0,5.780091407,0.68,360,3.4
1471,46,19,3.7,0,4.209150255,0.8,360,3.4
1472,46,20,3.1,0,3.535889762,0.79,360,3.4
1473,46,21,3.8,0,4.321360338,0.82,360,3.4
1474,46,22,4.3,0,4.882410749,0.81,360,3.4
1475,46,23,4.1,0,4.657990584,0.81,360,3.4
1476,46,24,3.3,0,3.760309926,0.84,360,3.5
1477,47,1,3.4,0,3.872520008,0.86,360,3.5
1478,47,2,3.6,0,4.096940173,0.84,360,3.5
1479,47,3,4.2,0,4.770200667,0.83,360,3.5
1480,47,4,3.8,0,4.321360338,0.85,360,3.5
1481,47,5,4,0,4.545780502,0.88,360,3.5
1482,47,6,4.5,0,5.106830914,0.89,360,3.5
1483,47,7,4.5,0,5.106830914,0.89,360,3.5
1484,47,8,4.9,56.11111111,5.555671243,0.83,360,3.5
1485,47,9,5.4,235.6666667,6.116721654,0.82,360,3.5
1486,47,10,6.2,370.3333333,7.014402313,0.79,360,3.5
1487,47,11,4,235.6666667,4.545780502,0.88,360,3.5
1488,47,12,5.8,415.2222222,6.565561983,0.86,360,3.5
1489,47,13,5.1,404,5.780091407,0.85,360,3.5
1490,47,14,6.1,336.6666667,6.90219223,0.78,360,3.5
1491,47,15,5.9,381.5555556,6.677772066,0.79,360,3.5
1492,47,16,6.1,168.3333333,6.90219223,0.75,360,3.5
1493,47,17,6,78.55555556,6.789982148,0.77,360,3.5
1494,47,18,5.5,0,6.228931737,0.81,360,3.5
1495,47,19,5,0,5.667881325,0.84,360,3.5
1496,47,20,4.8,0,5.443461161,0.86,360,3.5
1497,47,21,5.6,0,6.341141819,0.82,360,3.5
1498,47,22,6.1,0,6.90219223,0.85,360,3.5
1499,47,23,5.9,0,6.677772066,0.9,360,3.5
1500,47,24,6.1,0,6.90219223,0.94,360,4.3
1501,48,1,6.4,0,7.238822477,0.96,360,4.3
1502,48,2,7,0,7.912082971,0.97,360,4.3
1503,48,3,7.6,0,8.585343465,0.98,360,4.3
1504,48,4,8.1,0,9.146393876,0.97,360,4.3
1505,48,5,8,0,9.034183794,0.97,360,4.3
1506,48,6,7.8,0,8.809763629,0.98,360,4.3
1507,48,7,7.9,0,8.921973712,0.97,360,4.3
1508,48,8,8,11.22222222,9.034183794,0.94,360,4.3
1509,48,9,8.3,123.4444444,9.370814041,0.92,360,4.3
1510,48,10,8.9,269.3333333,10.04407453,0.89,360,4.3
1511,48,11,9.6,291.7777778,10.82954511,0.88,360,4.3
1512,48,12,9.8,404,11.05396528,0.83,360,4.3
1513,48,13,10.5,381.5555556,11.83943585,0.82,360,4.3
1514,48,14,10.6,448.8888889,11.95164593,0.81,360,4.3
1515,48,15,10.3,516.2222222,11.61501569,0.8,360,4.3
1516,48,16,9.7,190.7777778,10.94175519,0.8,360,4.3
1517,48,17,9.5,33.66666667,8.675,0.8,360,4.3
1518,48,18,8.7,0,8.005,0.81,360,4.3
1519,48,19,8.6,0,7.355,0.86,360,4.3
1520,48,20,7.6,0,7.3,0.93,360,4.3
1521,48,21,7.9,0,7.235,0.96,360,4.3
1522,48,22,7.8,0,7.275,0.97,360,4.3
1523,48,23,8.1,0,7.3,0.95,360,4.3
1524,48,24,8.1,0,7.275,0.95,360,5.4
1525,49,1,8.1,0,7.25,0.94,360,5.4
1526,49,2,7.9,0,7.215,0.94,360,5.4
1527,49,3,7.8,0,7.18,0.96,360,5.4
1528,49,4,7.8,0,7.15,0.96,360,5.4
1529,49,5,8,0,7.19,0.95,360,5.4
1530,49,6,8.2,0,7.24,0.94,360,5.4
1531,49,7,8.4,0,7.285,0.93,360,5.4
1532,49,8,8.7,22.44444444,7.415,0.93,360,5.4
1533,49,9,9.2,67.33333333,7.715,0.93,360,5.4
1534,49,10,9.8,157.1111111,8.255,0.91,360,5.4
1535,49,11,10,235.6666667,8.935,0.93,360,5.4
1536,49,12,10.4,202,9.32,0.92,360,5.4
1537,49,13,10.7,190.7777778,9.5,0.91,360,5.4
1538,49,14,10.9,235.6666667,9.77,0.91,360,5.4
1539,49,15,10.8,89.77777778,9.82,0.91,360,5.4
1540,49,16,11,56.11111111,9.66,0.91,360,5.4
1541,49,17,10.9,22.44444444,9.605,0.94,360,5.4
1542,49,18,10.8,0,9.58,0.97,360,5.4
1543,49,19,10.7,0,7.7025,0.96,360,5.4
1544,49,20,10.7,0,12.06385602,0.96,360,5.4
1545,49,21,10.5,0,11.83943585,0.96,360,5.4
1546,49,22,10.5,0,11.83943585,0.96,360,5.4
1547,49,23,10.3,0,11.61501569,0.97,360,5.4
1548,49,24,10.5,0,11.83943585,0.94,360,3.7
1549,50,1,9.8,0,11.05396528,0.96,360,3.7
1550,50,2,9.7,0,10.94175519,0.97,360,3.7
1551,50,3,9.6,0,10.82954511,0.98,360,3.7
1552,50,4,9.6,0,10.82954511,0.98,360,3.7
1553,50,5,9.8,0,11.05396528,0.98,360,3.7
1554,50,6,10,0,11.27838544,0.97,360,3.7
1555,50,7,9.9,0,11.16617536,0.98,360,3.7
1556,50,8,10,22.44444444,11.27838544,0.99,360,3.7
1557,50,9,10.4,89.77777778,11.72722577,0.99,360,3.7
1558,50,10,10.2,179.5555556,11.5028056,0.98,360,3.7
1559,50,11,10,235.6666667,11.27838544,0.96,360,3.7
1560,50,12,10.1,448.8888889,11.39059552,0.86,360,3.7
1561,50,13,10.2,460.1111111,11.5028056,0.81,360,3.7
1562,50,14,10.2,426.4444444,11.5028056,0.79,360,3.7
1563,50,15,10.7,359.1111111,12.06385602,0.79,360,3.7
1564,50,16,10,426.4444444,11.27838544,0.77,360,3.7
1565,50,17,9.2,78.55555556,10.38070478,0.76,360,3.7
1566,50,18,8.4,0,9.483024123,0.82,360,3.7
1567,50,19,7.3,0,8.248713218,0.89,360,3.7
1568,50,20,7.9,0,8.921973712,0.88,360,3.7
1569,50,21,7.2,0,8.136503136,0.86,360,3.7
1570,50,22,6.3,0,7.126612395,0.82,360,3.7
1571,50,23,6.1,0,6.90219223,0.83,360,3.7
1572,50,24,6.1,0,6.90219223,0.82,360,6.2
1573,51,1,6.5,0,7.351032559,0.8,360,6.2
1574,51,2,6.5,0,7.351032559,0.84,360,6.2
1575,51,3,6.6,0,7.463242642,0.85,360,6.2
1576,51,4,6.5,0,7.351032559,0.84,360,6.2
1577,51,5,6.4,0,7.238822477,0.87,360,6.2
1578,51,6,6.7,0,7.575452724,0.85,360,6.2
1579,51,7,6.9,0,7.799872889,0.85,360,6.2
1580,51,8,7,67.33333333,7.912082971,0.86,360,6.2
1581,51,9,7.7,101,8.697553547,0.88,360,6.2
1582,51,10,8.2,134.6666667,9.258603958,0.88,360,6.2
1583,51,11,8.8,179.5555556,9.931864452,0.87,360,6.2
1584,51,12,9.4,145.8888889,10.60512495,0.88,360,6.2
1585,51,13,9.2,123.4444444,10.38070478,0.91,360,6.2
1586,51,14,8.8,123.4444444,9.931864452,0.93,360,6.2
1587,51,15,8.6,78.55555556,9.707444288,0.96,360,6.2
1588,51,16,8.9,56.11111111,10.04407453,0.97,360,6.2
1589,51,17,8.7,22.44444444,9.81965437,0.96,360,6.2
1590,51,18,8.7,0,9.81965437,0.97,360,6.2
1591,51,19,9,0,10.15628462,0.91,360,6.2
1592,51,20,8.9,0,10.04407453,0.89,360,6.2
1593,51,21,8.2,0,9.258603958,0.85,360,6.2
1594,51,22,7.5,0,8.473133382,0.82,360,6.2
1595,51,23,7.3,0,8.248713218,0.81,360,6.2
1596,51,24,6.7,0,7.575452724,0.81,360,6.3
1597,52,1,6.5,0,7.351032559,0.82,360,6.3
1598,52,2,5.2,0,5.89230149,0.83,360,6.3
1599,52,3,3.8,0,4.321360338,0.86,360,6.3
1600,52,4,4.3,0,4.882410749,0.8,360,6.3
1601,52,5,3.3,0,3.760309926,0.83,360,6.3
1602,52,6,3.3,0,3.760309926,0.88,360,6.3
1603,52,7,3.7,0,4.209150255,0.76,360,6.3
1604,52,8,4.3,123.4444444,4.882410749,0.74,360,6.3
1605,52,9,5.3,269.3333333,6.004511572,0.72,360,6.3
1606,52,10,6,639.6666667,6.789982148,0.68,360,6.3
1607,52,11,6.5,628.4444444,7.351032559,0.6,360,6.3
1608,52,12,5.6,740.6666667,6.341141819,0.63,360,6.3
1609,52,13,6.5,796.7777778,7.351032559,0.63,360,6.3
1610,52,14,5.7,538.6666667,6.453351901,0.72,360,6.3
1611,52,15,3.9,190.7777778,4.43357042,0.78,360,6.3
1612,52,16,6.1,269.3333333,6.9595,0.67,360,6.3
1613,52,17,5.6,179.5555556,5.7675,0.59,360,6.3
1614,52,18,5.1,0,4.2755,0.67,360,6.3
1615,52,19,4.9,0,3.7205,0.68,360,6.3
1616,52,20,4.5,0,3.275,0.69,360,6.3
1617,52,21,4.1,0,2.8645,0.68,360,6.3
1618,52,22,4.2,0,2.5835,0.69,360,6.3
1619,52,23,4,0,2.395,0.73,360,6.3
1620,52,24,3.4,0,2.248,0.75,360,3.9
1621,53,1,3.8,0,2.2125,0.76,360,3.9
1622,53,2,3.6,0,2.041,0.74,360,3.9
1623,53,3,2.7,0,1.8865,0.8,360,3.9
1624,53,4,2.8,0,1.636,0.76,360,3.9
1625,53,5,2.1,0,1.2505,0.77,360,3.9
1626,53,6,1.4,0,1.0015,0.78,360,3.9
1627,53,7,1.6,0,1.016,0.78,360,3.9
1628,53,8,2.6,145.8888889,1.047,0.74,360,3.9
1629,53,9,3.9,482.5555556,1.669,0.74,360,3.9
1630,53,10,5.1,673.3333333,3.843,0.69,360,3.9
1631,53,11,5.4,808,5.7035,0.63,360,3.9
1632,53,12,6.4,942.6666667,7.235,0.6,360,3.9
1633,53,13,7.1,1077.333333,7.2325,0.56,360,3.9
1634,53,14,7.3,965.1111111,7.23,0.58,360,3.9
1635,53,15,6.7,673.3333333,7.0675,0.51,360,3.9
1636,53,16,6,460.1111111,6.6935,0.54,360,3.9
1637,53,17,4.4,101,5.8965,0.64,360,3.9
1638,53,18,3.1,11.22222222,5.009,0.69,360,3.9
1639,53,19,2.7,0,4.296,0.72,360,3.9
1640,53,20,2.6,0,3.7695,0.75,360,3.9
1641,53,21,3.2,0,3.4015,0.72,360,3.9
1642,53,22,3.6,0,3.3415,0.7,360,3.9
1643,53,23,3.7,0,3.3935,0.73,360,3.9
1644,53,24,2.7,0,3.423,0.85,360,3.1
1645,54,1,2.4,0,3.4335,0.9,360,3.1
1646,54,2,2.2,0,3.4145,0.92,360,3.1
1647,54,3,1.8,0,3.3675,0.93,360,3.1
1648,54,4,2.4,0,3.286,0.94,360,3.1
1649,54,5,3.1,0,3.303,0.95,360,3.1
1650,54,6,3.4,0,3.4325,0.95,360,3.1
1651,54,7,3.7,0,3.5735,0.96,360,3.1
1652,54,8,4.1,33.66666667,3.7275,0.96,360,3.1
1653,54,9,4.5,78.55555556,3.958,0.96,360,3.1
1654,54,10,5.5,190.7777778,4.3405,0.96,360,3.1
1655,54,11,5.9,269.3333333,4.974,0.95,360,3.1
1656,54,12,6.4,235.6666667,5.526,0.96,360,3.1
1657,54,13,7.4,291.7777778,6.083,0.96,360,3.1
1658,54,14,7.1,269.3333333,6.757,0.95,360,3.1
1659,54,15,7.2,157.1111111,7.055,0.95,360,3.1
1660,54,16,6.7,56.11111111,7.065,0.94,360,3.1
1661,54,17,6,22.44444444,6.8095,0.95,360,3.1
1662,54,18,5.2,0,6.497,0.96,360,3.1
1663,54,19,4.6,0,6.15,0.96,360,3.1
