t,species,metamer,organ,element,Eabs_direct,Eabs_diffuse,plant
0,Caphorn,1,blade,LeafElement1,0.0,0.0,1
0,Caphorn,1,sheath,StemElement,0.0,0.0,1
0,Caphorn,2,blade,LeafElement1,0.0,0.0,1
0,Caphorn,2,sheath,StemElement,0.0,0.0,1
0,Caphorn,3,blade,LeafElement1,0.0,0.0,1
0,Caphorn,3,sheath,StemElement,0.0,0.0,1
0,Caphorn,4,blade,LeafElement1,0.0,0.0,1
0,Caphorn,4,internode,StemElement,0.0,0.0,1
0,Caphorn,4,sheath,StemElement,0.0,0.0,1
0,Caphorn,5,internode,StemElement,0.0,0.0,1
0,Caphorn,6,internode,StemElement,0.0,0.0,1
1,Caphorn,1,blade,LeafElement1,0.0,0.0,1
1,Caphorn,1,sheath,StemElement,0.0,0.0,1
1,Caphorn,2,blade,LeafElement1,0.0,0.0,1
1,Caphorn,2,sheath,StemElement,0.0,0.0,1
1,Caphorn,3,blade,LeafElement1,0.0,0.0,1
1,Caphorn,3,sheath,StemElement,0.0,0.0,1
1,Caphorn,4,blade,LeafElement1,0.0,0.0,1
1,Caphorn,4,internode,StemElement,0.0,0.0,1
1,Caphorn,4,sheath,StemElement,0.0,0.0,1
1,Caphorn,5,internode,StemElement,0.0,0.0,1
1,Caphorn,6,internode,StemElement,0.0,0.0,1
2,Caphorn,1,blade,LeafElement1,0.0,0.0,1
2,Caphorn,1,sheath,StemElement,0.0,0.0,1
2,Caphorn,2,blade,LeafElement1,0.0,0.0,1
2,Caphorn,2,sheath,StemElement,0.0,0.0,1
2,Caphorn,3,blade,LeafElement1,0.0,0.0,1
2,Caphorn,3,sheath,StemElement,0.0,0.0,1
2,Caphorn,4,blade,LeafElement1,0.0,0.0,1
2,Caphorn,4,internode,StemElement,0.0,0.0,1
2,Caphorn,4,sheath,StemElement,0.0,0.0,1
2,Caphorn,5,internode,StemElement,0.0,0.0,1
2,Caphorn,6,internode,StemElement,0.0,0.0,1
3,Caphorn,1,blade,LeafElement1,0.0,0.0,1
3,Caphorn,1,sheath,StemElement,0.0,0.0,1
3,Caphorn,2,blade,LeafElement1,0.0,0.0,1
3,Caphorn,2,sheath,StemElement,0.0,0.0,1
3,Caphorn,3,blade,LeafElement1,0.0,0.0,1
3,Caphorn,3,sheath,StemElement,0.0,0.0,1
3,Caphorn,4,blade,LeafElement1,0.0,0.0,1
3,Caphorn,4,internode,StemElement,0.0,0.0,1
3,Caphorn,4,sheath,StemElement,0.0,0.0,1
3,Caphorn,5,internode,StemElement,0.0,0.0,1
3,Caphorn,6,internode,StemElement,0.0,0.0,1
4,Caphorn,1,blade,LeafElement1,0.0,0.0,1
4,Caphorn,1,sheath,StemElement,0.0,0.0,1
4,Caphorn,2,blade,LeafElement1,0.0,0.0,1
4,Caphorn,2,sheath,StemElement,0.0,0.0,1
4,Caphorn,3,blade,LeafElement1,0.0,0.0,1
4,Caphorn,3,sheath,StemElement,0.0,0.0,1
4,Caphorn,4,blade,LeafElement1,0.0,0.0,1
4,Caphorn,4,internode,StemElement,0.0,0.0,1
4,Caphorn,4,sheath,StemElement,0.0,0.0,1
4,Caphorn,5,internode,StemElement,0.0,0.0,1
4,Caphorn,6,internode,StemElement,0.0,0.0,1
5,Caphorn,1,blade,LeafElement1,0.0,0.0857616752308,1
5,Caphorn,1,sheath,StemElement,0.0,0.0378746542887,1
5,Caphorn,2,blade,LeafElement1,0.0,0.106828920656,1
5,Caphorn,2,sheath,StemElement,0.0,0.03235881993,1
5,Caphorn,3,blade,LeafElement1,0.00275919897716,0.172969432509,1
5,Caphorn,3,sheath,StemElement,3.97333993539e-05,0.0487747683041,1
5,Caphorn,4,blade,LeafElement1,0.35795407423,0.326601311625,1
5,Caphorn,4,internode,StemElement,0.0,0.0556211691334,1
5,Caphorn,4,sheath,StemElement,0.00117167991964,0.0938179284178,1
5,Caphorn,5,internode,StemElement,0.0173434583076,0.112905570683,1
5,Caphorn,6,internode,StemElement,0.786988700622,0.259415923063,1
6,Caphorn,1,blade,LeafElement1,0.00223095127887,0.0857616752308,1
6,Caphorn,1,sheath,StemElement,0.000929124622651,0.0378746542887,1
6,Caphorn,2,blade,LeafElement1,0.00976751619587,0.106828920656,1
6,Caphorn,2,sheath,StemElement,0.00133609673898,0.03235881993,1
6,Caphorn,3,blade,LeafElement1,0.0622784584088,0.172969432509,1
6,Caphorn,3,sheath,StemElement,0.00532429474056,0.0487747683041,1
6,Caphorn,4,blade,LeafElement1,0.466432322043,0.326601311625,1
6,Caphorn,4,internode,StemElement,0.0160180750503,0.0556211691334,1
6,Caphorn,4,sheath,StemElement,0.0418661088922,0.0938179284178,1
6,Caphorn,5,internode,StemElement,0.106591532169,0.112905570683,1
6,Caphorn,6,internode,StemElement,0.599458041526,0.259415923063,1
7,Caphorn,1,blade,LeafElement1,0.0221602459169,0.0857616752308,1
7,Caphorn,1,sheath,StemElement,0.0129329566306,0.0378746542887,1
7,Caphorn,2,blade,LeafElement1,0.0484849509517,0.106828920656,1
7,Caphorn,2,sheath,StemElement,0.0123356763847,0.03235881993,1
7,Caphorn,3,blade,LeafElement1,0.140295941619,0.172969432509,1
7,Caphorn,3,sheath,StemElement,0.0238304785395,0.0487747683041,1
7,Caphorn,4,blade,LeafElement1,0.463211502151,0.326601311625,1
7,Caphorn,4,internode,StemElement,0.0456529941017,0.0556211691334,1
7,Caphorn,4,sheath,StemElement,0.0875919564176,0.0938179284178,1
7,Caphorn,5,internode,StemElement,0.151034267156,0.112905570683,1
7,Caphorn,6,internode,StemElement,0.448532948686,0.259415923063,1
8,Caphorn,1,blade,LeafElement1,0.0559239522129,0.0857616752308,1
8,Caphorn,1,sheath,StemElement,0.0330300660675,0.0378746542887,1
8,Caphorn,2,blade,LeafElement1,0.0927097390693,0.106828920656,1
8,Caphorn,2,sheath,StemElement,0.032347111219,0.03235881993,1
8,Caphorn,3,blade,LeafElement1,0.175329005205,0.172969432509,1
8,Caphorn,3,sheath,StemElement,0.0444840067734,0.0487747683041,1
8,Caphorn,4,blade,LeafElement1,0.405320888688,0.326601311625,1
8,Caphorn,4,internode,StemElement,0.0558995140698,0.0556211691334,1
8,Caphorn,4,sheath,StemElement,0.111799132178,0.0938179284178,1
8,Caphorn,5,internode,StemElement,0.158906955065,0.112905570683,1
8,Caphorn,6,internode,StemElement,0.349213306798,0.259415923063,1
9,Caphorn,1,blade,LeafElement1,0.0907041261657,0.0857616752308,1
9,Caphorn,1,sheath,StemElement,0.0410627895965,0.0378746542887,1
9,Caphorn,2,blade,LeafElement1,0.116033154487,0.106828920656,1
9,Caphorn,2,sheath,StemElement,0.0452285247444,0.03235881993,1
